name,slipNumber,category
コモドアフラック,6,コルセア
コモドアガントリー,6,コルセア
コモドアトルーズ,6,コルセア
コモドアブーツ,6,コルセア
パンタンタージ,6,からくり士
パンタントベ,6,からくり士
パンタンダスタナ,6,からくり士
パンタンチュリダル,6,からくり士
パンタンバブーシュ,6,からくり士
エトワールティアラ,6,踊り子
エトワールカザク,6,踊り子
エトワールバングル,6,踊り子
エトワールタイツ,6,踊り子
エトワールシュー,6,踊り子
アギュトボード,6,学者
アギュトガウン,6,学者
アギュトブレーサー,6,学者
アギュトパンツ,6,学者
アギュトローファー,6,学者
ウォリアーストーン,6,アクセサリ
メレーケープ,6,アクセサリ
クレリクベルト,6,アクセサリ
ソーサラーベルト,6,アクセサリ
デュエルベルト,6,アクセサリ
アサシンケープ,6,アクセサリ
ヴァラーケープ,6,アクセサリ
アビスケープ,6,アクセサリ
モンスターベルト,6,アクセサリ
バードケープ,6,アクセサリ
スカウトベルト,6,アクセサリ
早乙女腰当,6,アクセサリ
甲賀さらし,6,アクセサリ
ウィルムベルト,6,アクセサリ
サマナーケープ,6,アクセサリ
ミラージマント,6,アクセサリ
コモドアベルト,6,アクセサリ
パンタンケープ,6,アクセサリ
エトワールケープ,6,アクセサリ
アギュトベルト,6,アクセサリ
ＷＲマスク+1,7,戦士
ＷＲロリカ+1,7,戦士
ＷＲマフラ+1,7,戦士
ＷＲクウィス+1,7,戦士
ＷＲカリガ+1,7,戦士
ＭＬクラウン+1,7,モンク
ＭＬシクラス+1,7,モンク
ＭＬグローブ+1,7,モンク
ＭＬホーズ+1,7,モンク
ＭＬゲートル+1,7,モンク
ＣＲキャップ+1,7,白魔道士
ＣＲブリオー+1,7,白魔道士
ＣＲミトン+1,7,白魔道士
ＣＲパンタロン+1,7,白魔道士
ＣＲダックビル+1,7,白魔道士
ＳＲペタソス+1,7,黒魔道士
ＳＲコート+1,7,黒魔道士
ＳＲグローブ+1,7,黒魔道士
ＳＲトンバン+1,7,黒魔道士
ＳＲサボ+1,7,黒魔道士
ＤＬシャポー+1,7,赤魔道士
ＤＬタバード+1,7,赤魔道士
ＤＬグローブ+1,7,赤魔道士
ＤＬタイツ+1,7,赤魔道士
ＤＬブーツ+1,7,赤魔道士
ＡＳボンネット+1,7,シーフ
ＡＳベスト+1,7,シーフ
ＡＳアムレット+1,7,シーフ
ＡＳキュロット+1,7,シーフ
ＡＳプーレーヌ+1,7,シーフ
ＶＬコロネット+1,7,ナイト
ＶＬサーコート+1,7,ナイト
ＶＬガントレ+1,7,ナイト
ＶＬブリーチズ+1,7,ナイト
ＶＬレギンス+1,7,ナイト
ＡＢバーゴネット+1,7,暗黒騎士
ＡＢキュイラス+1,7,暗黒騎士
ＡＢガントレット+1,7,暗黒騎士
ＡＢフランチャー+1,7,暗黒騎士
ＡＢソルレット+1,7,暗黒騎士
ＭＳヘルム+1,7,獣使い
ＭＳジャック+1,7,獣使い
ＭＳグローブ+1,7,獣使い
ＭＳトラウザ+1,7,獣使い
ＭＳゲートル+1,7,獣使い
ＢＤラウンドリト+1,7,吟遊詩人
ＢＤジュストコル+1,7,吟遊詩人
ＢＤカフス+1,7,吟遊詩人
ＢＤキャニオンズ+1,7,吟遊詩人
ＢＤスリッパー+1,7,吟遊詩人
ＳＣベレー+1,7,狩人
ＳＣジャーキン+1,7,狩人
ＳＣブレーサー+1,7,狩人
ＳＣブラッカエ+1,7,狩人
ＳＣソックス+1,7,狩人
早乙女桃形兜改,7,侍
早乙女胴丸改,7,侍
早乙女筒篭手改,7,侍
早乙女板佩楯改,7,侍
早乙女筒脛当改,7,侍
甲賀半首改,7,忍者
甲賀鎖帷子改,7,忍者
甲賀手甲改,7,忍者
甲賀袴改,7,忍者
甲賀脚絆改,7,忍者
ＷＭアーメット+1,7,竜騎士
ＷＭメイル+1,7,竜騎士
ＷＭフィンガー+1,7,竜騎士
ＷＭブレー+1,7,竜騎士
ＷＭグリーヴ+1,7,竜騎士
ＳＭホーン+1,7,召喚士
ＳＭダブレット+1,7,召喚士
ＳＭブレーサー+1,7,召喚士
ＳＭスパッツ+1,7,召喚士
ＳＭピガッシュ+1,7,召喚士
ＭＩケフィエ+1,7,青魔道士
ＭＩジュバ+1,7,青魔道士
ＭＩバズバンド+1,7,青魔道士
ＭＩシャルワー+1,7,青魔道士
ＭＩチャルク+1,7,青魔道士
ＣＭトリコルヌ+1,7,コルセア
ＣＭフラック+1,7,コルセア
ＣＭガントリー+1,7,コルセア
ＣＭトルーズ+1,7,コルセア
ＣＭブーツ+1,7,コルセア
ＰＮタージ+1,7,からくり士
ＰＮトベ+1,7,からくり士
ＰＮダスタナ+1,7,からくり士
ＰＮチュリダル+1,7,からくり士
ＰＮバブーシュ+1,7,からくり士
ＥＴティアラ+1,7,踊り子
ＥＴカザク+1,7,踊り子
ＥＴバングル+1,7,踊り子
ＥＴタイツ+1,7,踊り子
ＥＴトーシュー+1,7,踊り子
ＡＧボード+1,7,学者
ＡＧガウン+1,7,学者
ＡＧブレーサー+1,7,学者
ＡＧパンツ+1,7,学者
ＡＧローファー+1,7,学者
ラベジャーマスク,8,戦士
ラベジャーロリカ,8,戦士
ラベジャーマフラ,8,戦士
ラベジャークウィス,8,戦士
ラベジャーカリガ,8,戦士
タントラクラウン,8,モンク
タントラシクラス,8,モンク
タントラグローブ,8,モンク
タントラホーズ,8,モンク
タントラゲートル,8,モンク
オリゾンキャップ,8,白魔道士
オリゾンブリオー,8,白魔道士
オリゾンミトン,8,白魔道士
オリゾンパンタロン,8,白魔道士
オリゾンダックビル,8,白魔道士
ゴエティアペタソス,8,黒魔道士
ゴエティアコート,8,黒魔道士
ゴエティアグローブ,8,黒魔道士
ゴエティアショウス,8,黒魔道士
ゴエティアサボ,8,黒魔道士
エストクルシャペル,8,赤魔道士
エストクルサヨン,8,赤魔道士
エストクルガントロ,8,赤魔道士
エストクルフュゾー,8,赤魔道士
エストクルウゾー,8,赤魔道士
レイダーボンネット,8,シーフ
レイダーベスト,8,シーフ
レイダーアムレット,8,シーフ
レイダーキュロット,8,シーフ
レイダープーレーヌ,8,シーフ
クリードアーメット,8,ナイト
クリードキュイラス,8,ナイト
クリードガントレ,8,ナイト
クリードクウィス,8,ナイト
クリードサバトン,8,ナイト
ベイルバーゴネット,8,暗黒騎士
ベイルキュイラス,8,暗黒騎士
ベイルガントレット,8,暗黒騎士
ベイルフランチャー,8,暗黒騎士
ベイルソルレット,8,暗黒騎士
フェリンカバセ,8,獣使い
フェリンゴーザプ,8,獣使い
フェリンマノプラス,8,獣使い
フェリンキホーテ,8,獣使い
フェリンオクレア,8,獣使い
アエドキャロ,8,吟遊詩人
アエドオングルリヌ,8,吟遊詩人
アエドマンシェト,8,吟遊詩人
アエドラングラヴ,8,吟遊詩人
アエドコテュルヌ,8,吟遊詩人
シルバンガペット,8,狩人
シルバンカバン,8,狩人
シルバングロブレト,8,狩人
シルバンブラーグ,8,狩人
シルバンボティヨン,8,狩人
雲海烏帽子形兜,8,侍
雲海胴丸,8,侍
雲海筒篭手,8,侍
雲海板佩楯,8,侍
雲海筒脛当,8,侍
伊賀頭巾,8,忍者
伊賀忍着,8,忍者
伊賀手甲,8,忍者
伊賀袴,8,忍者
伊賀脚絆,8,忍者
ランサーメザイユ,8,竜騎士
ランサープラカート,8,竜騎士
ランサーバンブレス,8,竜騎士
ランサーキュイソー,8,竜騎士
ランサーシンバルド,8,竜騎士
コーラーホーン,8,召喚士
コーラーダブレット,8,召喚士
コーラーブレーサー,8,召喚士
コーラースパッツ,8,召喚士
コーラーピガッシュ,8,召喚士
マーヴィカヴク,8,青魔道士
マーヴィミンタン,8,青魔道士
マーヴィバズバンド,8,青魔道士
マーヴィタイト,8,青魔道士
マーヴィバシュマク,8,青魔道士
ナバーチトリコルヌ,8,コルセア
ナバーチフラック,8,コルセア
ナバーチガントリー,8,コルセア
ナバーチトルーズ,8,コルセア
ナバーチブーツ,8,コルセア
チルコカペッロ,8,からくり士
チルコファルセット,8,からくり士
チルコグアンティ,8,からくり士
チルコパンタローニ,8,からくり士
チルコスカルペ,8,からくり士
カリスティアラ,8,踊り子
カリスカザク,8,踊り子
カリスバングル,8,踊り子
カリスタイツ,8,踊り子
カリストーシュー,8,踊り子
サバントボネット,8,学者
サバントガウン,8,学者
サバントブレーサー,8,学者
サバントパンツ,8,学者
サバントローファー,8,学者
ラベジャーゴルジェ,8,戦士アクセ
ラベジャーオーブ,8,戦士アクセ
ラベジャーピアス,8,戦士アクセ
タントラネックレス,8,モンクアクセ
タントラタスラム,8,モンクアクセ
タントラピアス,8,モンクアクセ
オリゾンケープ,8,白魔道士アクセ
オリゾンロケット,8,白魔道士アクセ
オリゾンピアス,8,白魔道士アクセ
ゴエティアチェーン,8,黒魔道士アクセ
ゴエティアマント,8,黒魔道士アクセ
ゴエティアピアス,8,黒魔道士アクセ
エストクルカラー,8,赤魔道士アクセ
エストクルケープ,8,赤魔道士アクセ
エストクルピアス,8,赤魔道士アクセ
レイダーベルト,8,シーフアクセ
レイダーブーメラン,8,シーフアクセ
レイダーピアス,8,シーフアクセ
クリードカラー,8,ナイトアクセ
クリードボードリエ,8,ナイトアクセ
クリードピアス,8,ナイトアクセ
ベイルベルト,8,暗黒騎士アクセ
ベイルチョーカー,8,暗黒騎士アクセ
ベイルピアス,8,暗黒騎士アクセ
フェリンマント,8,獣使いアクセ
フェリンネックレス,8,獣使いアクセ
フェリンピアス,8,獣使いアクセ
アエドベルト,8,吟遊詩人アクセ
アエドマティネ,8,吟遊詩人アクセ
アエドピアス,8,吟遊詩人アクセ
シルバンスカーフ,8,狩人アクセ
シルバンクラミュス,8,狩人アクセ
シルバンピアス,8,狩人アクセ
雲海喉輪,8,侍アクセ
雲海菅蓑,8,侍アクセ
雲海耳飾,8,侍アクセ
伊賀襟巻,8,忍者アクセ
伊賀道中合羽,8,忍者アクセ
伊賀耳飾,8,忍者アクセ
ランサートルク,8,竜騎士アクセ
ランサーペルリーヌ,8,竜騎士アクセ
ランサーピアス,8,竜騎士アクセ
コーラーサッシュ,8,召喚士アクセ
コーラーペンダント,8,召喚士アクセ
コーラーピアス,8,召喚士アクセ
マーヴィスカーフ,8,青魔道士アクセ
マーヴィタスラム,8,青魔道士アクセ
マーヴィピアス,8,青魔道士アクセ
ナバーチチョーカー,8,コルセアアクセ
ナバーチマント,8,コルセアアクセ
ナバーチピアス,8,コルセアアクセ
チルコネックレス,8,からくり士アクセ
チルコサッシュ,8,からくり士アクセ
チルコピアス,8,からくり士アクセ
カリスネックレス,8,踊り子アクセ
カリスフェザー,8,踊り子アクセ
カリスピアス,8,踊り子アクセ
サバントテーシス,8,学者アクセ
サバントチェーン,8,学者アクセ
サバントピアス,8,学者アクセ
ＲＶマスク+1,9,戦士
ＲＶロリカ+1,9,戦士
ＲＶマフラ+1,9,戦士
ＲＶクウィス+1,9,戦士
ＲＶカリガ+1,9,戦士
ＴＴクラウン+1,9,モンク
ＴＴシクラス+1,9,モンク
ＴＴグローブ+1,9,モンク
ＴＴホーズ+1,9,モンク
ＴＴゲートル+1,9,モンク
ＯＲキャップ+1,9,白魔道士
ＯＲブリオー+1,9,白魔道士
ＯＲミトン+1,9,白魔道士
ＯＲパンタロン+1,9,白魔道士
ＯＲダックビル+1,9,白魔道士
ＧＴペタソス+1,9,黒魔道士
ＧＴコート+1,9,黒魔道士
ＧＴグローブ+1,9,黒魔道士
ＧＴショウス+1,9,黒魔道士
ＧＴサボ+1,9,黒魔道士
ＥＱシャペル+1,9,赤魔道士
ＥＱサヨン+1,9,赤魔道士
ＥＱガントロ+1,9,赤魔道士
ＥＱフュゾー+1,9,赤魔道士
ＥＱウゾー+1,9,赤魔道士
ＲＤボンネット+1,9,シーフ
ＲＤベスト+1,9,シーフ
ＲＤアムレット+1,9,シーフ
ＲＤキュロット+1,9,シーフ
ＲＤプーレーヌ+1,9,シーフ
ＣＤアーメット+1,9,ナイト
ＣＤキュイラス+1,9,ナイト
ＣＤガントレ+1,9,ナイト
ＣＤクウィス+1,9,ナイト
ＣＤサバトン+1,9,ナイト
ＢＬバーゴネット+1,9,暗黒騎士
ＢＬキュイラス+1,9,暗黒騎士
ＢＬガントレット+1,9,暗黒騎士
ＢＬフランチャー+1,9,暗黒騎士
ＢＬソルレット+1,9,暗黒騎士
ＦＲカバセ+1,9,獣使い
ＦＲゴーザプ+1,9,獣使い
ＦＲマノプラス+1,9,獣使い
ＦＲキホーテ+1,9,獣使い
ＦＲオクレア+1,9,獣使い
ＡＤキャロ+1,9,吟遊詩人
ＡＤオングルリヌ+1,9,吟遊詩人
ＡＤマンシェト+1,9,吟遊詩人
ＡＤラングラヴ+1,9,吟遊詩人
ＡＤコテュルヌ+1,9,吟遊詩人
ＳＹガペット+1,9,狩人
ＳＹカバン+1,9,狩人
ＳＹグロブレト+1,9,狩人
ＳＹブラーグ+1,9,狩人
ＳＹボティヨン+1,9,狩人
雲海烏帽子形兜改,9,侍
雲海胴丸改,9,侍
雲海筒篭手改,9,侍
雲海板佩楯改,9,侍
雲海筒脛当改,9,侍
伊賀頭巾改,9,忍者
伊賀忍着改,9,忍者
伊賀手甲改,9,忍者
伊賀袴改,9,忍者
伊賀脚絆改,9,忍者
ＬＣメザイユ+1,9,竜騎士
ＬＣプラカート+1,9,竜騎士
ＬＣバンブレス+1,9,竜騎士
ＬＣキュイソー+1,9,竜騎士
ＬＣシンバルド+1,9,竜騎士
ＣＬホーン+1,9,召喚士
ＣＬダブレット+1,9,召喚士
ＣＬブレーサー+1,9,召喚士
ＣＬスパッツ+1,9,召喚士
ＣＬピガッシュ+1,9,召喚士
ＭＶカヴク+1,9,青魔道士
ＭＶミンタン+1,9,青魔道士
ＭＶバズバンド+1,9,青魔道士
ＭＶタイト+1,9,青魔道士
ＭＶバシュマク+1,9,青魔道士
ＮＡトリコルヌ+1,9,コルセア
ＮＡフラック+1,9,コルセア
ＮＡガントリー+1,9,コルセア
ＮＡトルーズ+1,9,コルセア
ＮＡブーツ+1,9,コルセア
ＣＣカペッロ+1,9,からくり士
ＣＣファルセット+1,9,からくり士
ＣＣグアンティ+1,9,からくり士
ＣＣパンタローニ+1,9,からくり士
ＣＣスカルペ+1,9,からくり士
ＣＡティアラ+1,9,踊り子
ＣＡカザク+1,9,踊り子
ＣＡバングル+1,9,踊り子
ＣＡタイツ+1,9,踊り子
ＣＡトーシュー+1,9,踊り子
ＳＶボネット+1,9,学者
ＳＶガウン+1,9,学者
ＳＶブレーサー+1,9,学者
ＳＶパンツ+1,9,学者
ＳＶローファー+1,9,学者
ＲＶマスク+2,10,戦士
ＲＶロリカ+2,10,戦士
ＲＶマフラ+2,10,戦士
ＲＶクウィス+2,10,戦士
ＲＶカリガ+2,10,戦士
ＴＴクラウン+2,10,モンク
ＴＴシクラス+2,10,モンク
ＴＴグローブ+2,10,モンク
ＴＴホーズ+2,10,モンク
ＴＴゲートル+2,10,モンク
ＯＲキャップ+2,10,白魔道士
ＯＲブリオー+2,10,白魔道士
ＯＲミトン+2,10,白魔道士
ＯＲパンタロン+2,10,白魔道士
ＯＲダックビル+2,10,白魔道士
ＧＴペタソス+2,10,黒魔道士
ＧＴコート+2,10,黒魔道士
ＧＴグローブ+2,10,黒魔道士
ＧＴショウス+2,10,黒魔道士
ＧＴサボ+2,10,黒魔道士
ＥＱシャペル+2,10,赤魔道士
ＥＱサヨン+2,10,赤魔道士
ＥＱガントロ+2,10,赤魔道士
ＥＱフュゾー+2,10,赤魔道士
ＥＱウゾー+2,10,赤魔道士
ＲＤボンネット+2,10,シーフ
ＲＤベスト+2,10,シーフ
ＲＤアムレット+2,10,シーフ
ＲＤキュロット+2,10,シーフ
ＲＤプーレーヌ+2,10,シーフ
ＣＤアーメット+2,10,ナイト
ＣＤキュイラス+2,10,ナイト
ＣＤガントレ+2,10,ナイト
ＣＤクウィス+2,10,ナイト
ＣＤサバトン+2,10,ナイト
ＢＬバーゴネット+2,10,暗黒騎士
ＢＬキュイラス+2,10,暗黒騎士
ＢＬガントレット+2,10,暗黒騎士
ＢＬフランチャー+2,10,暗黒騎士
ＢＬソルレット+2,10,暗黒騎士
ＦＲカバセ+2,10,獣使い
ＦＲゴーザプ+2,10,獣使い
ＦＲマノプラス+2,10,獣使い
ＦＲキホーテ+2,10,獣使い
ＦＲオクレア+2,10,獣使い
ＡＤキャロ+2,10,吟遊詩人
ＡＤオングルリヌ+2,10,吟遊詩人
ＡＤマンシェト+2,10,吟遊詩人
ＡＤラングラヴ+2,10,吟遊詩人
ＡＤコテュルヌ+2,10,吟遊詩人
ＳＹガペット+2,10,狩人
ＳＹカバン+2,10,狩人
ＳＹグロブレト+2,10,狩人
ＳＹブラーグ+2,10,狩人
ＳＹボティヨン+2,10,狩人
真雲海烏帽子形兜,10,侍
真雲海胴丸,10,侍
真雲海筒篭手,10,侍
真雲海板佩楯,10,侍
真雲海筒脛当,10,侍
真伊賀頭巾,10,忍者
真伊賀忍着,10,忍者
真伊賀手甲,10,忍者
真伊賀袴,10,忍者
真伊賀脚絆,10,忍者
ＬＣメザイユ+2,10,竜騎士
ＬＣプラカート+2,10,竜騎士
ＬＣバンブレス+2,10,竜騎士
ＬＣキュイソー+2,10,竜騎士
ＬＣシンバルド+2,10,竜騎士
ＣＬホーン+2,10,召喚士
ＣＬダブレット+2,10,召喚士
ＣＬブレーサー+2,10,召喚士
ＣＬスパッツ+2,10,召喚士
ＣＬピガッシュ+2,10,召喚士
ＭＶカヴク+2,10,青魔道士
ＭＶミンタン+2,10,青魔道士
ＭＶバズバンド+2,10,青魔道士
ＭＶタイト+2,10,青魔道士
ＭＶバシュマク+2,10,青魔道士
ＮＡトリコルヌ+2,10,コルセア
ＮＡフラック+2,10,コルセア
ＮＡガントリー+2,10,コルセア
ＮＡトルーズ+2,10,コルセア
ＮＡブーツ+2,10,コルセア
ＣＣカペッロ+2,10,からくり士
ＣＣファルセット+2,10,からくり士
ＣＣグアンティ+2,10,からくり士
ＣＣパンタローニ+2,10,からくり士
ＣＣスカルペ+2,10,からくり士
ＣＡティアラ+2,10,踊り子
ＣＡカザク+2,10,踊り子
ＣＡバングル+2,10,踊り子
ＣＡタイツ+2,10,踊り子
ＣＡトーシュー+2,10,踊り子
ＳＶボネット+2,10,学者
ＳＶガウン+2,10,学者
ＳＶブレーサー+2,10,学者
ＳＶパンツ+2,10,学者
ＳＶローファー+2,10,学者
ワームフィーラー,11,格闘
ワームフィーラー+1,11,格闘
エスクリトリオ,11,両手槍
キッティーロッド,11,片手棍
ラウンシーワンド,11,片手棍
マエストロタクト,11,片手棍
シェルセプター,11,片手棍
ゴブリンガベル,11,片手棍
メロマーヌマレット,11,片手棍
スプリガンクラブＧ,11,片手棍
スプリガンクラブＲ,11,片手棍
スプリガンクラブＰ,11,片手棍
羽子板,11,片手棍
デカズームＭＫ-ＸＩ,11,射撃
ハッピーエッグ,11,投てき
ラッキーエッグ,11,投てき
オルペウスの卵,11,投てき
アークブレード,11,AA武器
アークタバール,11,AA武器
アークサイズ,11,AA武器
アークセイバー,11,AA武器
アークソード,11,AA武器
マンドラガード,11,盾
アケオメガード,11,盾
モーグリガード,11,盾
モーグリガード+1,11,盾
チョコシールド,11,盾
チョコシールド+1,11,盾
グリントシールド,11,盾
ハッチリンシールド,11,盾
スライムシールド,11,盾
ベスシールド,11,盾
メタスラシールド,11,盾
デストリアキャップ,11,頭装備
グラトスキャップ,11,頭装備
スノーマンキャップ,11,頭装備
モグマスク,11,頭装備
アーリマンヘッド,11,頭装備
ピラクモンヘッド,11,頭装備
チョコボマスク,11,頭装備
チョコボマスク+1,11,頭装備
コリガンベレー,11,頭装備
ボムマスク,11,頭装備
ボムマスク+1,11,頭装備
スライム帽子,11,頭装備
ベス帽子,11,頭装備
メタスラ帽子,11,頭装備
ワームマスク,11,頭装備
ワームマスク+1,11,頭装備
モグスーツ,11,胴装備
チョコボシャツ,11,胴装備
チョコボスーツ,11,胴装備
チョコボスーツ+1,11,胴装備
アラインスシャツ,11,胴装備
アラインスシャツ+1,11,胴装備
スプリガンコートＧ,11,胴装備
スプリガンコートＲ,11,胴装備
スプリガンコートＰ,11,胴装備
アラインスパンツ,11,両脚装備
アラインスブーツ,11,両足装備
チョコプラストルク,11,首装備
ラビットベルト,11,腰装備
ワームベルト,11,腰装備
マンドラゴラベルト,11,腰装備
ドローバーベルト,11,腰装備
ゴブリンベルト,11,腰装備
デトネーターベルト,11,腰装備
玉兎の帯,11,腰装備
ゴールドモグベルト,11,腰装備
シルバーモグベルト,11,腰装備
ブロンズモグベルト,11,腰装備
レッドサッシュ,11,腰装備
ダッシュサッシュ,11,腰装備
スライムピアス,11,耳装備
ベスピアス,11,耳装備
メタスラピアス,11,耳装備
トレイニーシザー,11,トレイニー
トレイニーナイフ,11,トレイニー
トレイニーニードル,11,トレイニー
トレイニーソード,11,トレイニー
トレイニーアクス,11,トレイニー
トレイニービュラン,11,トレイニー
トレイニーハンマー,11,トレイニー
トレイニーグラス,11,トレイニー
トレイニーグローブ,11,トレイニー
ノベニアルコート,11,ノベニアル
ノベニアルホーズ,11,ノベニアル
ノベニアルドレス,11,ノベニアル
ノベニアルサイハイ,11,ノベニアル
デセニアルコロナ,11,デセニアル
デセニアルコロナ+1,11,デセニアル
デセニアルコート,11,デセニアル
デセニアルコート+1,11,デセニアル
デセニアルタイツ,11,デセニアル
デセニアルタイツ+1,11,デセニアル
デセニアルバンド,11,デセニアル
デセニアルバンド+1,11,デセニアル
デセニアルドレス,11,デセニアル
デセニアルドレス+1,11,デセニアル
デセニアルホーズ,11,デセニアル
デセニアルホーズ+1,11,デセニアル
マリンジレ,11,水着
マリンジレ+1,11,水着
マリンボクサー,11,水着
マリンボクサー+1,11,水着
マリントップ,11,水着
マリントップ+1,11,水着
マリンショーツ,11,水着
マリンショーツ+1,11,水着
ウッドジレ,11,水着
ウッドジレ+1,11,水着
ウッドボクサー,11,水着
ウッドボクサー+1,11,水着
ウッドトップ,11,水着
ウッドトップ+1,11,水着
ウッドショーツ,11,水着
ウッドショーツ+1,11,水着
クリークマイヨー,11,水着
クリークマイヨー+1,11,水着
クリークボクサー,11,水着
クリークボクサー+1,11,水着
クリークトップ,11,水着
クリークトップ+1,11,水着
クリークショーツ,11,水着
クリークショーツ+1,11,水着
リバートップ,11,水着
リバーショーツ,11,水着
デューンジレ,11,水着
デューンボクサー,11,水着
彦神浴衣,11,浴衣
姫神浴衣,11,浴衣
ラステクマイヨー,11,水着
ラステクマイヨー+1,11,水着
ラステクトランク,11,水着
ラステクトランク+1,11,水着
ショールマイヨー,11,水着
ショールマイヨー+1,11,水着
ショールトランク,11,水着
ショールトランク+1,11,水着
ドリームベル,11,ドリーム
ドリームベル+1,11,ドリーム
ドリームキャップ,11,ドリーム
ドリームキャップ+1,11,ドリーム
ドリームローブ,11,ドリーム
ドリームローブ+1,11,ドリーム
ドリームミトン,11,ドリーム
ドリームミトン+1,11,ドリーム
ドリームズボン,11,ドリーム
ドリームズボン+1,11,ドリーム
ドリームパンツ,11,ドリーム
ドリームパンツ+1,11,ドリーム
ドリームブーツ,11,ドリーム
ドリームブーツ+1,11,ドリーム
皇国旗,11,調度品
王国旗,11,調度品
共和国旗,11,調度品
連邦旗,11,調度品
大公国旗,11,調度品
ポワールクラシク,11,調度品
カノーネンオフェン,11,調度品
ポットトッパー,11,調度品
守護者ＨＭの像,11,調度品
守護者ＥＶの像,11,調度品
守護者ＴＴの像,11,調度品
守護者ＭＲの像,11,調度品
守護者ＧＫの像,11,調度品
星辰儀,11,調度品
スプーキースワール,11,調度品
チョコグランプキン,11,調度品
ハーベストホラー,11,調度品
スピネット,11,調度品
クーロヌエトワール,11,調度品
シルバークランツ,11,調度品
リーフベリーリース,11,調度品
エッグステラ,11,調度品
メモリアルケーキ,11,調度品
オーケストリオン,11,調度品
テンダーブーケ,11,調度品
アダマンタスの像,11,調度品
ベヒーモスの像,11,調度品
ファヴニルの像,11,調度品
闇の王の像,11,調度品
オーディンの像,11,調度品
アレキサンダーの像,11,調度品
ナナー・ミーゴの像,11,調度品
ナナー・ミーゴ像II,11,調度品
門松,11,調度品
大門松,11,調度品
ＷＲマスク-1,12,戦士
ＷＲロリカ-1,12,戦士
ＷＲマフラ-1,12,戦士
ＷＲクウィス-1,12,戦士
ＷＲカリガ-1,12,戦士
ＭＬクラウン-1,12,モンク
ＭＬシクラス-1,12,モンク
ＭＬグローブ-1,12,モンク
ＭＬホーズ-1,12,モンク
ＭＬゲートル-1,12,モンク
ＣＲキャップ-1,12,白魔道士
ＣＲブリオー-1,12,白魔道士
ＣＲミトン-1,12,白魔道士
ＣＲパンタロン-1,12,白魔道士
ＣＲダックビル-1,12,白魔道士
ＳＲペタソス-1,12,黒魔道士
ＳＲコート-1,12,黒魔道士
ＳＲグローブ-1,12,黒魔道士
ＳＲトンバン-1,12,黒魔道士
ＳＲサボ-1,12,黒魔道士
ＤＬシャポー-1,12,赤魔道士
ＤＬタバード-1,12,赤魔道士
ＤＬグローブ-1,12,赤魔道士
ＤＬタイツ-1,12,赤魔道士
ＤＬブーツ-1,12,赤魔道士
ＡＳボンネット-1,12,シーフ
ＡＳベスト-1,12,シーフ
ＡＳアムレット-1,12,シーフ
ＡＳキュロット-1,12,シーフ
ＡＳプーレーヌ-1,12,シーフ
ＶＬコロネット-1,12,ナイト
ＶＬサーコート-1,12,ナイト
ＶＬガントレ-1,12,ナイト
ＶＬブリーチズ-1,12,ナイト
ＶＬレギンス-1,12,ナイト
ＡＢバーゴネット-1,12,暗黒騎士
ＡＢキュイラス-1,12,暗黒騎士
ＡＢガントレット-1,12,暗黒騎士
ＡＢフランチャー-1,12,暗黒騎士
ＡＢソルレット-1,12,暗黒騎士
ＭＳヘルム-1,12,獣使い
ＭＳジャック-1,12,獣使い
ＭＳグローブ-1,12,獣使い
ＭＳトラウザ-1,12,獣使い
ＭＳゲートル-1,12,獣使い
ＢＤラウンドリト-1,12,吟遊詩人
ＢＤジュストコル-1,12,吟遊詩人
ＢＤカフス-1,12,吟遊詩人
ＢＤキャニオンズ-1,12,吟遊詩人
ＢＤスリッパー-1,12,吟遊詩人
ＳＣベレー-1,12,狩人
ＳＣジャーキン-1,12,狩人
ＳＣブレーサー-1,12,狩人
ＳＣブラッカエ-1,12,狩人
ＳＣソックス-1,12,狩人
劣化早乙女桃形兜,12,侍
劣化早乙女胴丸,12,侍
劣化早乙女筒篭手,12,侍
劣化早乙女板佩楯,12,侍
劣化早乙女筒脛当,12,侍
劣化甲賀半首,12,忍者
劣化甲賀鎖帷子,12,忍者
劣化甲賀手甲,12,忍者
劣化甲賀袴,12,忍者
劣化甲賀脚絆,12,忍者
ＷＭアーメット-1,12,竜騎士
ＷＭメイル-1,12,竜騎士
ＷＭフィンガー-1,12,竜騎士
ＷＭブレー-1,12,竜騎士
ＷＭグリーヴ-1,12,竜騎士
ＳＭホーン-1,12,召喚士
ＳＭダブレット-1,12,召喚士
ＳＭブレーサー-1,12,召喚士
ＳＭスパッツ-1,12,召喚士
ＳＭピガッシュ-1,12,召喚士
ＭＩケフィエ-1,12,青魔道士
ＭＩジュバ-1,12,青魔道士
ＭＩバズバンド-1,12,青魔道士
ＭＩシャルワー-1,12,青魔道士
ＭＩチャルク-1,12,青魔道士
ＣＭトリコルヌ-1,12,コルセア
ＣＭフラック-1,12,コルセア
ＣＭガントリー-1,12,コルセア
ＣＭトルーズ-1,12,コルセア
ＣＭブーツ-1,12,コルセア
ＰＮタージ-1,12,からくり士
ＰＮトベ-1,12,からくり士
ＰＮダスタナ-1,12,からくり士
ＰＮチュリダル-1,12,からくり士
ＰＮバブーシュ-1,12,からくり士
ＥＴティアラ-1,12,踊り子
ＥＴカザク-1,12,踊り子
